60,10,3/6/2017,10,20,1,10
60,10,2/15/2017,10,20,1,11
60,10,2/16/2017,10,20,1,12
60,10,1/19/2017,10,20,1,13
60,10,2/10/2017,10,20,1,24
60,10,3/10/2017,10,20,2,10
60,10,2/12/2017,10,20,2,11
60,10,2/14/2017,10,20,2,12
60,10,1/16/2017,10,20,2,13
60,10,2/6/2017,10,20,2,24
60,10,3/7/2017,10,20,3,10
60,10,2/12/2017,10,20,3,11
60,10,2/12/2017,10,20,3,12
60,10,1/19/2017,10,20,3,13
60,10,2/8/2017,10,20,3,24
60,10,3/6/2017,10,20,4,10
60,10,2/16/2017,10,20,4,11
60,10,2/13/2017,10,20,4,12
60,10,1/16/2017,10,20,4,13
60,10,2/8/2017,10,20,4,24
60,10,3/10/2017,10,20,5,10
60,10,2/16/2017,10,20,5,11
60,10,2/12/2017,10,20,5,12
60,10,1/19/2017,10,20,5,13
60,10,2/8/2017,10,20,5,24
60,10,3/9/2017,10,20,6,10
60,10,2/12/2017,10,20,6,11
60,10,2/16/2017,10,20,6,12
60,10,1/18/2017,10,20,6,13
60,10,2/7/2017,10,20,6,24
60,10,3/10/2017,10,20,7,10
60,10,2/16/2017,10,20,7,11
60,10,2/15/2017,10,20,7,12
60,10,1/20/2017,10,20,7,13
60,10,2/8/2017,10,20,7,24
60,10,3/6/2017,10,20,8,10
60,10,2/13/2017,10,20,8,11
60,10,2/16/2017,10,20,8,12
60,10,1/19/2017,10,20,8,13
60,10,2/8/2017,10,20,8,24
60,10,3/6/2017,10,20,9,10
60,10,2/13/2017,10,20,9,11
60,10,2/15/2017,10,20,9,12
60,10,1/17/2017,10,20,9,13
60,10,2/9/2017,10,20,9,24
60,10,3/8/2017,10,20,10,10
60,10,2/12/2017,10,20,10,11
60,10,2/13/2017,10,20,10,12
60,10,1/17/2017,10,20,10,13
60,10,2/6/2017,10,20,10,24
60,10,3/6/2017,10,20,11,10
60,10,2/15/2017,10,20,11,11
60,10,2/12/2017,10,20,11,12
60,10,1/17/2017,10,20,11,13
60,10,2/8/2017,10,20,11,24
60,10,3/10/2017,10,20,12,10
60,10,2/14/2017,10,20,12,11
60,10,2/12/2017,10,20,12,12
60,10,1/19/2017,10,20,12,13
60,10,2/7/2017,10,20,12,24
60,10,3/10/2017,10,20,13,10
60,10,2/14/2017,10,20,13,11
60,10,2/13/2017,10,20,13,12
60,10,1/19/2017,10,20,13,13
60,10,2/6/2017,10,20,13,24
60,10,3/6/2017,10,20,14,10
60,10,2/14/2017,10,20,14,11
60,10,2/15/2017,10,20,14,12
60,10,1/18/2017,10,20,14,13
60,10,2/10/2017,10,20,14,24
60,10,3/9/2017,10,20,15,10
60,10,2/14/2017,10,20,15,11
60,10,2/16/2017,10,20,15,12
60,10,1/17/2017,10,20,15,13
60,10,2/6/2017,10,20,15,24
60,10,3/10/2017,10,20,16,10
60,10,2/12/2017,10,20,16,11
60,10,2/15/2017,10,20,16,12
60,10,1/18/2017,10,20,16,13
60,10,2/8/2017,10,20,16,24
60,10,3/10/2017,10,20,17,10
60,10,2/16/2017,10,20,17,11
60,10,2/14/2017,10,20,17,12
60,10,1/20/2017,10,20,17,13
60,10,2/9/2017,10,20,17,24
60,10,3/9/2017,10,20,18,10
60,10,2/12/2017,10,20,18,11
60,10,2/13/2017,10,20,18,12
60,10,1/19/2017,10,20,18,13
60,10,2/8/2017,10,20,18,24
60,10,3/6/2017,10,20,19,10
60,10,2/14/2017,10,20,19,11
60,10,2/14/2017,10,20,19,12
60,10,1/17/2017,10,20,19,13
60,10,2/10/2017,10,20,19,24
60,10,3/7/2017,10,20,20,10
60,10,2/12/2017,10,20,20,11
60,10,2/15/2017,10,20,20,12
60,10,1/19/2017,10,20,20,13
60,10,2/7/2017,10,20,20,24
60,10,3/6/2017,10,20,21,10
60,10,2/13/2017,10,20,21,11
60,10,2/13/2017,10,20,21,12
60,10,1/16/2017,10,20,21,13
60,10,2/7/2017,10,20,21,24
60,10,3/7/2017,10,20,22,10
60,10,2/16/2017,10,20,22,11
60,10,2/12/2017,10,20,22,12
60,10,1/18/2017,10,20,22,13
60,10,2/6/2017,10,20,22,24
60,10,3/9/2017,10,20,23,10
60,10,2/13/2017,10,20,23,11
60,10,2/15/2017,10,20,23,12
60,10,1/20/2017,10,20,23,13
60,10,2/7/2017,10,20,23,24
60,10,3/10/2017,10,20,24,10
60,10,2/16/2017,10,20,24,11
60,10,2/15/2017,10,20,24,12
60,10,1/18/2017,10,20,24,13
60,10,2/6/2017,10,20,24,24
60,10,3/7/2017,10,20,25,10
60,10,2/12/2017,10,20,25,11
60,10,2/12/2017,10,20,25,12
60,10,1/17/2017,10,20,25,13
60,10,2/9/2017,10,20,25,24
60,10,3/9/2017,10,20,26,10
60,10,2/14/2017,10,20,26,11
60,10,2/16/2017,10,20,26,12
60,10,1/17/2017,10,20,26,13
60,10,2/6/2017,10,20,26,24
60,10,3/8/2017,10,20,27,10
60,10,2/15/2017,10,20,27,11
60,10,2/12/2017,10,20,27,12
60,10,1/16/2017,10,20,27,13
60,10,2/9/2017,10,20,27,24
60,10,3/8/2017,10,20,28,10
60,10,2/13/2017,10,20,28,11
60,10,2/16/2017,10,20,28,12
60,10,1/20/2017,10,20,28,13
60,10,2/10/2017,10,20,28,24
60,10,3/6/2017,10,20,29,10
60,10,2/14/2017,10,20,29,11
60,10,2/12/2017,10,20,29,12
60,10,1/20/2017,10,20,29,13
60,10,2/8/2017,10,20,29,24
60,10,3/8/2017,10,20,30,10
60,10,2/15/2017,10,20,30,11
60,10,2/14/2017,10,20,30,12
60,10,1/20/2017,10,20,30,13
60,10,2/10/2017,10,20,30,24
60,10,6/16/2017,10,20,151,10
60,10,6/5/2017,10,20,151,11
60,10,8/9/2017,10,20,151,12
60,10,6/24/2017,10,20,151,13
60,10,7/2/2017,10,20,151,24
60,10,6/18/2017,10,20,152,10
60,10,6/3/2017,10,20,152,11
60,10,8/8/2017,10,20,152,12
60,10,6/23/2017,10,20,152,13
60,10,6/28/2017,10,20,152,24
60,10,6/19/2017,10,20,153,10
60,10,6/4/2017,10,20,153,11
60,10,8/9/2017,10,20,153,12
60,10,6/26/2017,10,20,153,13
60,10,6/29/2017,10,20,153,24
60,10,6/15/2017,10,20,154,10
60,10,6/2/2017,10,20,154,11
60,10,8/7/2017,10,20,154,12
60,10,6/25/2017,10,20,154,13
60,10,6/28/2017,10,20,154,24
60,10,6/17/2017,10,20,155,10
60,10,6/2/2017,10,20,155,11
60,10,8/6/2017,10,20,155,12
60,10,6/25/2017,10,20,155,13
60,10,7/2/2017,10,20,155,24
60,10,6/16/2017,10,20,156,10
60,10,6/5/2017,10,20,156,11
60,10,8/9/2017,10,20,156,12
60,10,6/24/2017,10,20,156,13
60,10,6/29/2017,10,20,156,24
60,10,6/19/2017,10,20,157,10
60,10,6/6/2017,10,20,157,11
60,10,8/6/2017,10,20,157,12
60,10,6/25/2017,10,20,157,13
60,10,7/2/2017,10,20,157,24
60,10,6/16/2017,10,20,158,10
60,10,6/3/2017,10,20,158,11
60,10,8/9/2017,10,20,158,12
60,10,6/23/2017,10,20,158,13
60,10,6/30/2017,10,20,158,24
60,10,6/17/2017,10,20,159,10
60,10,6/6/2017,10,20,159,11
60,10,8/6/2017,10,20,159,12
60,10,6/25/2017,10,20,159,13
60,10,6/29/2017,10,20,159,24
60,10,6/16/2017,10,20,160,10
60,10,6/5/2017,10,20,160,11
60,10,8/7/2017,10,20,160,12
60,10,6/26/2017,10,20,160,13
60,10,6/29/2017,10,20,160,24
60,10,6/16/2017,10,20,161,10
60,10,6/4/2017,10,20,161,11
60,10,8/10/2017,10,20,161,12
60,10,6/23/2017,10,20,161,13
60,10,6/28/2017,10,20,161,24
60,10,6/17/2017,10,20,162,10
60,10,6/2/2017,10,20,162,11
60,10,8/7/2017,10,20,162,12
60,10,6/22/2017,10,20,162,13
60,10,6/29/2017,10,20,162,24
60,10,6/15/2017,10,20,163,10
60,10,6/5/2017,10,20,163,11
60,10,8/8/2017,10,20,163,12
60,10,6/25/2017,10,20,163,13
60,10,7/1/2017,10,20,163,24
60,10,6/17/2017,10,20,164,10
60,10,6/2/2017,10,20,164,11
60,10,8/7/2017,10,20,164,12
60,10,6/23/2017,10,20,164,13
60,10,6/29/2017,10,20,164,24
60,10,6/18/2017,10,20,165,10
60,10,6/4/2017,10,20,165,11
60,10,8/8/2017,10,20,165,12
60,10,6/26/2017,10,20,165,13
60,10,6/29/2017,10,20,165,24
60,10,6/19/2017,10,20,166,10
60,10,6/3/2017,10,20,166,11
60,10,8/7/2017,10,20,166,12
60,10,6/23/2017,10,20,166,13
60,10,6/30/2017,10,20,166,24
60,10,6/16/2017,10,20,167,10
60,10,6/3/2017,10,20,167,11
60,10,8/7/2017,10,20,167,12
60,10,6/22/2017,10,20,167,13
60,10,6/28/2017,10,20,167,24
60,10,6/17/2017,10,20,168,10
60,10,6/3/2017,10,20,168,11
60,10,8/7/2017,10,20,168,12
60,10,6/26/2017,10,20,168,13
60,10,7/2/2017,10,20,168,24
60,10,6/18/2017,10,20,169,10
60,10,6/3/2017,10,20,169,11
60,10,8/8/2017,10,20,169,12
60,10,6/24/2017,10,20,169,13
60,10,6/30/2017,10,20,169,24
60,10,6/16/2017,10,20,170,10
60,10,6/6/2017,10,20,170,11
60,10,8/7/2017,10,20,170,12
60,10,6/25/2017,10,20,170,13
60,10,7/2/2017,10,20,170,24
60,10,3/10/2017,10,20,31,10
60,10,1/29/2017,10,20,31,11
60,10,2/26/2017,10,20,31,12
60,10,3/20/2017,10,20,31,13
60,10,2/6/2017,10,20,31,24
60,10,3/6/2017,10,20,32,10
60,10,1/29/2017,10,20,32,11
60,10,2/28/2017,10,20,32,12
60,10,3/17/2017,10,20,32,13
60,10,2/8/2017,10,20,32,24
60,10,3/6/2017,10,20,33,10
60,10,1/30/2017,10,20,33,11
60,10,3/1/2017,10,20,33,12
60,10,3/17/2017,10,20,33,13
60,10,2/4/2017,10,20,33,24
60,10,3/6/2017,10,20,34,10
60,10,1/28/2017,10,20,34,11
60,10,3/1/2017,10,20,34,12
60,10,3/21/2017,10,20,34,13
60,10,2/7/2017,10,20,34,24
60,10,3/6/2017,10,20,35,10
60,10,1/28/2017,10,20,35,11
60,10,2/27/2017,10,20,35,12
60,10,3/17/2017,10,20,35,13
60,10,2/6/2017,10,20,35,24
60,10,3/8/2017,10,20,36,10
60,10,1/31/2017,10,20,36,11
60,10,2/27/2017,10,20,36,12
60,10,3/17/2017,10,20,36,13
60,10,2/5/2017,10,20,36,24
60,10,3/7/2017,10,20,37,10
60,10,1/31/2017,10,20,37,11
60,10,3/1/2017,10,20,37,12
60,10,3/20/2017,10,20,37,13
